name,year,position,forty_perc,three_cone_perc,vertical_perc,broad_perc,bench_perc
Derrick Blaylock,2001,RB,84.4827586206897,59.3548387096774,59.5744680851064,58.3333333333333,41.1764705882353
Josh Booty,2001,QB,36.2068965517241,27.741935483871,34.0425531914894,29.1666666666667,0
Drew Brees,2001,QB,44.8275862068966,56.7741935483871,44.6808510638298,29.1666666666667,0
Sean Brewer,2001,TE,53.448275862069,38.7096774193548,61.7021276595745,54.1666666666667,29.4117647058824
Correll Buckhalter,2001,RB,72.4137931034483,57.4193548387097,78.7234042553192,0,20.5882352941176
Elliott Carson,2001,TE,35.3448275862069,29.0322580645161,61.7021276595745,50,35.2941176470588
Jonathan Carter,2001,WR,83.6206896551724,44.516129032258,89.3617021276596,89.5833333333333,0
Quincy Carter,2001,QB,65.5172413793103,54.8387096774193,59.5744680851064,45.8333333333333,0
Justin Coleman,2001,QB,15.5172413793103,12.258064516129,34.0425531914894,20.8333333333333,47.0588235294118
Derek Combs,2001,RB,79.3103448275862,65.1612903225806,57.4468085106383,60.4166666666667,11.7647058823529
Corey Crume,2001,RB,50.8620689655172,39.3548387096774,65.9574468085106,50,32.3529411764706
Alge Crumpler,2001,TE,50,38.0645161290323,53.1914893617021,43.75,52.9411764705882
Robert Ferguson,2001,WR,76.7241379310345,47.0967741935484,63.8297872340426,60.4166666666667,0
Dauntae' Finger,2001,TE,24.1379310344828,1.29032258064513,51.0638297872341,25,32.3529411764706
Richmond Flowers,2001,WR,69.8275862068966,63.8709677419354,59.5744680851064,47.9166666666667,0
Tim Hasselbeck,2001,QB,46.551724137931,45.1612903225807,48.936170212766,45.8333333333333,0
Josh Heupel,2001,QB,47.4137931034483,50.9677419354839,68.0851063829787,47.9166666666667,0
Jabari Holloway,2001,TE,37.0689655172414,53.5483870967742,72.3404255319149,45.8333333333333,47.0588235294118
Derek Homer,2001,RB,68.1034482758621,47.0967741935484,46.8085106382979,45.8333333333333,0
Margin Hooks,2001,WR,78.448275862069,57.4193548387097,61.7021276595745,52.0833333333333,0
Ortege Jenkins,2001,QB,46.551724137931,41.9354838709677,55.3191489361702,35.4166666666667,0
Chad Johnson,2001,WR,68.1034482758621,29.6774193548387,48.936170212766,35.4166666666667,0
Rudi Johnson,2001,RB,68.9655172413793,41.9354838709677,68.0851063829787,58.3333333333333,58.8235294117647
Kevin Kasper,2001,WR,80.1724137931034,90.9677419354839,93.6170212765957,72.9166666666667,0
Cleo Lemon,2001,QB,43.1034482758621,41.2903225806452,59.5744680851064,31.25,0
Brandon Manumaleuna,2001,TE,31.8965517241379,30.9677419354838,36.1702127659575,31.25,0
Justin McCareins,2001,WR,78.448275862069,58.7096774193549,82.9787234042553,79.1666666666667,0
Quentin McCord,2001,WR,75.8620689655172,51.6129032258065,63.8297872340426,43.75,0
Mike McMahon,2001,QB,70.6896551724138,54.8387096774193,68.0851063829787,68.75,0
Shad Meier,2001,TE,45.6896551724138,53.5483870967742,53.1914893617021,45.8333333333333,47.0588235294118
Romaro Miller,2001,QB,62.9310344827587,36.7741935483871,57.4468085106383,39.5833333333333,0
Shawn Mills,2001,WR,71.551724137931,54.8387096774193,55.3191489361702,52.0833333333333,0
Snoop Minnis,2001,WR,68.9655172413793,58.7096774193549,68.0851063829787,50,0
Freddie Mitchell,2001,WR,77.5862068965517,65.8064516129032,76.5957446808511,60.4166666666667,0
Brian Natkin,2001,TE,28.448275862069,12.258064516129,23.4042553191489,14.5833333333333,47.0588235294118
Bobby Newcombe,2001,WR,71.551724137931,71.6129032258064,65.9574468085106,54.1666666666667,0
Dan O'Leary,2001,TE,30.1724137931035,36.7741935483871,44.6808510638298,45.8333333333333,35.2941176470588
Jesse Palmer,2001,QB,50,54.1935483870968,59.5744680851064,43.75,0
Nate Poole,2001,WR,49.1379310344828,45.8064516129032,46.8085106382979,43.75,0
Ryan Prince,2001,TE,33.6206896551724,20.6451612903225,40.4255319148936,22.9166666666667,47.0588235294118
David Rivers,2001,QB,55.1724137931034,38.7096774193548,42.5531914893617,50,0
Marcellus Rivers,2001,TE,43.9655172413793,60,46.8085106382979,45.8333333333333,8.82352941176471
Mike Roberg,2001,TE,53.448275862069,44.516129032258,55.3191489361702,54.1666666666667,35.2941176470588
Sage Rosenfels,2001,QB,51.7241379310345,58.0645161290322,53.1914893617021,33.3333333333333,0
Steve Smith,2001,WR,80.1724137931034,34.1935483870967,72.3404255319149,62.5,0
Russell Stewart,2001,TE,33.6206896551724,32.9032258064516,29.7872340425532,31.25,38.2352941176471
Tony Stewart,2001,TE,34.4827586206897,43.2258064516129,59.5744680851064,37.5,0
Chris Taylor,2001,WR,86.2068965517241,74.8387096774194,59.5744680851064,50,0
Anthony Thomas,2001,RB,64.6551724137931,31.6129032258064,46.8085106382979,50,47.0588235294118
LaDainian Tomlinson,2001,RB,81.0344827586207,72.9032258064516,80.8510638297872,68.75,41.1764705882353
Marques Tuiasosopo,2001,QB,56.8965517241379,39.3548387096774,59.5744680851064,50,0
Reggie White,2001,RB,67.2413793103448,31.6129032258064,68.0851063829787,47.9166666666667,38.2352941176471
Boo Williams,2001,TE,56.0344827586207,56.1290322580645,59.5744680851064,58.3333333333333,0
Marcus Williams,2001,WR,69.8275862068966,38.7096774193548,82.9787234042553,81.25,0
Jonathan Adams,2002,RB,68.1034482758621,64.5161290322581,63.8297872340426,60.4166666666667,32.3529411764706
Brian Allen,2002,RB,78.448275862069,69.0322580645161,48.936170212766,43.75,44.1176470588235
Damien Anderson,2002,RB,66.3793103448276,67.0967741935484,51.0638297872341,43.75,67.6470588235294
Chris Baker,2002,TE,44.8275862068966,65.8064516129032,57.4468085106383,41.6666666666667,41.1764705882353
Ladell Betts,2002,RB,66.3793103448276,58.7096774193549,70.2127659574468,50,55.8823529411765
Dwayne Blakley,2002,TE,31.8965517241379,41.2903225806452,46.8085106382979,33.3333333333333,50
Deion Branch,2002,WR,77.5862068965517,81.2903225806452,61.7021276595745,50,0
Reche Caldwell,2002,WR,72.4137931034483,62.5806451612903,85.1063829787234,77.0833333333334,0
David Carr,2002,QB,60.3448275862069,59.3548387096774,57.4468085106383,31.25,0
Demontray Carter,2002,RB,68.1034482758621,38.0645161290323,48.936170212766,50,35.2941176470588
Tim Carter,2002,WR,88.7931034482759,83.2258064516129,74.468085106383,68.75,0
Rock Cartwright,2002,RB,76.7241379310345,50.9677419354839,57.4468085106383,45.8333333333333,76.4705882352941
Terry Charles,2002,WR,75,61.2903225806452,63.8297872340426,64.5833333333334,0
Eric Crouch,2002,RB,75.8620689655172,70.9677419354839,61.7021276595745,43.75,0
Ronald Curry,2002,QB,62.0689655172414,58.7096774193549,57.4468085106383,39.5833333333333,0
Andre' Davis,2002,WR,82.7586206896552,77.4193548387097,76.5957446808511,54.1666666666667,0
Brandon Doman,2002,QB,43.1034482758621,69.0322580645161,46.8085106382979,31.25,0
RJ English,2002,WR,64.6551724137931,60.6451612903226,68.0851063829787,58.3333333333333,0
Randy Fasani,2002,QB,50.8620689655172,78.7096774193548,42.5531914893617,31.25,0
Tony Fisher,2002,RB,61.2068965517241,62.5806451612903,85.1063829787234,72.9166666666667,50
LittleJohn Flowers,2002,RB,53.448275862069,56.7741935483871,53.1914893617021,37.5,44.1176470588235
DeShaun Foster,2002,RB,68.9655172413793,74.1935483870968,59.5744680851064,58.3333333333333,47.0588235294118
Jabar Gaffney,2002,WR,69.8275862068966,70.9677419354839,0,0,0
David Garrard,2002,QB,46.551724137931,40,51.0638297872341,39.5833333333333,0
David Givens,2002,WR,68.9655172413793,74.1935483870968,80.8510638297872,68.75,0
Ryan Hannam,2002,TE,57.7586206896552,58.0645161290322,38.2978723404255,39.5833333333333,41.1764705882353
Joey Harrington,2002,QB,44.8275862068966,62.5806451612903,44.6808510638298,33.3333333333333,0
Herb Haygood,2002,WR,78.448275862069,85.1612903225806,48.936170212766,43.75,0
Ennis Haywood,2002,RB,52.5862068965517,57.4193548387097,57.4468085106383,43.75,23.5294117647059
Keith Heinrich,2002,TE,53.448275862069,70.9677419354839,57.4468085106383,58.3333333333333,50
Leonard Henry,2002,RB,65.5172413793103,55.4838709677419,57.4468085106383,29.1666666666667,64.7058823529412
Javin Hunter,2002,WR,77.5862068965517,72.9032258064516,82.9787234042553,72.9166666666667,0
Emmett Johnson,2002,WR,79.3103448275862,52.9032258064516,74.468085106383,60.4166666666667,0
Ron Johnson,2002,WR,57.7586206896552,54.8387096774193,55.3191489361702,52.0833333333333,0
Doug Jolley,2002,TE,60.3448275862069,69.0322580645161,70.2127659574468,47.9166666666667,41.1764705882353
Terry Jones,2002,TE,42.2413793103448,34.8387096774194,51.0638297872341,39.5833333333333,47.0588235294118
Kurt Kittner,2002,QB,43.9655172413793,40.6451612903226,23.4042553191489,12.5,0
Aaron Lockett,2002,WR,88.7931034482759,72.9032258064516,57.4468085106383,43.75,0
Chris Luzar,2002,TE,51.7241379310345,72.9032258064516,46.8085106382979,45.8333333333333,52.9411764705882
Lee Mays,2002,WR,70.6896551724138,58.7096774193549,46.8085106382979,58.3333333333333,0
Jason McAddley,2002,WR,75,73.5483870967742,63.8297872340426,60.4166666666667,0
Josh McCown,2002,QB,62.9310344827587,72.2580645161291,72.3404255319149,56.25,0
Ivory McCoy,2002,TE,67.2413793103448,43.2258064516129,57.4468085106383,45.8333333333333,61.7647058823529
Randy McMichael,2002,TE,45.6896551724138,26.4516129032258,34.0425531914894,41.6666666666667,41.1764705882353
Dicenzo Miller,2002,RB,33.6206896551724,46.4516129032258,40.4255319148936,29.1666666666667,11.7647058823529
Freddie Milons,2002,WR,73.2758620689656,72.9032258064516,51.0638297872341,43.75,0
Larry Ned,2002,RB,64.6551724137931,54.8387096774193,55.3191489361702,58.3333333333333,32.3529411764706
David Neill,2002,QB,36.2068965517241,44.516129032258,36.1702127659575,35.4166666666667,0
Kendall Newson,2002,WR,56.0344827586207,70.9677419354839,51.0638297872341,45.8333333333333,0
Josh Norman,2002,TE,62.0689655172414,56.7741935483871,44.6808510638298,50,41.1764705882353
J.T. O'Sullivan,2002,QB,37.9310344827587,32.9032258064516,31.9148936170213,29.1666666666667,0
Justin Peelle,2002,TE,50.8620689655172,40.6451612903226,31.9148936170213,37.5,50
Adrian Peterson,2002,RB,58.6206896551724,24.5161290322581,53.1914893617021,54.1666666666667,29.4117647058824
Patrick Ramsey,2002,QB,11.2068965517241,54.8387096774193,51.0638297872341,41.6666666666667,0
Tellis Redmon,2002,RB,65.5172413793103,57.4193548387097,44.6808510638298,45.8333333333333,47.0588235294118
Robert Royal,2002,TE,34.4827586206897,38.7096774193548,40.4255319148936,47.9166666666667,29.4117647058824
Josh Scobey,2002,RB,80.1724137931034,65.1612903225806,80.8510638297872,64.5833333333334,50
Derek Smith,2002,TE,38.7931034482759,32.9032258064516,29.7872340425532,37.5,35.2941176470588
Lawrence Story,2002,WR,60.3448275862069,58.7096774193549,51.0638297872341,39.5833333333333,0
Lew Thomas,2002,RB,67.2413793103448,70.9677419354839,61.7021276595745,45.8333333333333,38.2352941176471
Ryan Tolhurst,2002,WR,78.448275862069,85.1612903225806,70.2127659574468,64.5833333333334,0
Javon Walker,2002,WR,83.6206896551724,71.6129032258064,76.5957446808511,68.75,0
Brian Westbrook,2002,RB,67.2413793103448,56.7741935483871,65.9574468085106,56.25,64.7058823529412
Tracey Wistrom,2002,TE,36.2068965517241,56.7741935483871,51.0638297872341,45.8333333333333,38.2352941176471
Greg Zolman,2002,QB,40.5172413793103,58.7096774193549,53.1914893617021,39.5833333333333,0
Sam Aiken,2003,WR,62.9310344827587,48.3870967741936,76.5957446808511,62.5,0
Arnaz Battle,2003,WR,68.1034482758621,79.3548387096774,57.4468085106383,54.1666666666667,0
Ronald Bellamy,2003,WR,68.9655172413793,38.7096774193548,38.2978723404255,58.3333333333333,0
Sean Berton,2003,TE,28.448275862069,50.9677419354839,40.4255319148936,33.3333333333333,0
Josh Blankenship,2003,QB,18.1034482758621,24.5161290322581,29.7872340425532,25,0
Anquan Boldin,2003,WR,55.1724137931034,40,51.0638297872341,47.9166666666667,0
Kyle Boller,2003,QB,62.0689655172414,50.3225806451613,59.5744680851064,54.1666666666667,0
D Bryant,2003,QB,50.8620689655172,39.3548387096774,59.5744680851064,47.9166666666667,0
Nate Burleson,2003,WR,74.1379310344828,65.1612903225806,89.3617021276596,72.9166666666667,0
Tyrone Calico,2003,WR,87.0689655172414,80.6451612903226,70.2127659574468,75,0
Kerry Carter,2003,RB,60.3448275862069,44.516129032258,61.7021276595745,56.25,47.0588235294118
Avon Cobourne,2003,RB,57.7586206896552,49.6774193548387,42.5531914893617,43.75,50
Dan Curley,2003,TE,59.4827586206897,32.258064516129,59.5744680851064,56.25,38.2352941176471
Kevin Curtis,2003,WR,78.448275862069,78.7096774193548,61.7021276595745,64.5833333333334,0
Domanick Davis,2003,RB,62.9310344827587,42.5806451612903,46.8085106382979,43.75,52.9411764705882
Dahrran Diedrick,2003,RB,62.0689655172414,43.2258064516129,65.9574468085106,54.1666666666667,44.1176470588235
LaTarence Dunbar,2003,WR,71.551724137931,37.4193548387097,53.1914893617021,64.5833333333334,0
Doug Gabriel,2003,WR,69.8275862068966,60.6451612903226,59.5744680851064,52.0833333333333,0
Talman Gardner,2003,WR,77.5862068965517,28.3870967741935,55.3191489361702,52.0833333333333,0
Dwone Hicks,2003,RB,66.3793103448276,38.0645161290323,53.1914893617021,50,73.5294117647059
Zach Hilton,2003,TE,46.551724137931,46.4516129032258,57.4468085106383,43.75,58.8235294117647
Ryan Hoag,2003,WR,74.1379310344828,80.6451612903226,70.2127659574468,70.8333333333334,0
Keenan Howry,2003,WR,64.6551724137931,40.6451612903226,42.5531914893617,47.9166666666667,0
Robert Johnson,2003,TE,35.3448275862069,54.1935483870968,51.0638297872341,50,41.1764705882353
Kareem Kelly,2003,WR,81.0344827586207,30.9677419354838,57.4468085106383,70.8333333333334,0
Kliff Kingsbury,2003,QB,52.5862068965517,68.3870967741935,36.1702127659575,20.8333333333333,0
Donald Lee,2003,TE,50,36.7741935483871,74.468085106383,60.4166666666667,64.7058823529412
Nick Maddox,2003,RB,62.0689655172414,41.2903225806452,51.0638297872341,50,41.1764705882353
Adrian Madise,2003,WR,72.4137931034483,43.2258064516129,44.6808510638298,58.3333333333333,0
Reno Mahe,2003,WR,56.8965517241379,45.1612903225807,44.6808510638298,37.5,0
Spencer Nead,2003,TE,41.3793103448276,38.7096774193548,29.7872340425532,22.9166666666667,44.1176470588235
Kassim Osgood,2003,WR,57.7586206896552,50.3225806451613,40.4255319148936,64.5833333333334,0
Dave Ragone,2003,QB,33.6206896551724,36.7741935483871,38.2978723404255,20.8333333333333,0
Gabe Reid,2003,TE,48.2758620689656,31.6129032258064,65.9574468085106,58.3333333333333,55.8823529411765
Tony Romo,2003,QB,31.0344827586207,55.4838709677419,36.1702127659575,29.1666666666667,0
Visanthe Shiancoe,2003,TE,62.9310344827587,56.7741935483871,76.5957446808511,60.4166666666667,70.5882352941177
Chris Simms,2003,QB,43.9655172413793,38.7096774193548,40.4255319148936,25,0
L.J. Smith,2003,TE,58.6206896551724,79.3548387096774,65.9574468085106,64.5833333333334,64.7058823529412
Trent Smith,2003,TE,48.2758620689656,49.0322580645161,59.5744680851064,56.25,35.2941176470588
Erick Streelman,2003,TE,26.7241379310345,24.5161290322581,36.1702127659575,37.5,14.7058823529412
Ray Thomas,2003,TE,27.5862068965518,32.258064516129,40.4255319148936,45.8333333333333,38.2352941176471
J.R. Tolver,2003,WR,52.5862068965517,63.8709677419354,61.7021276595745,58.3333333333333,0
Bobby Wade,2003,WR,59.4827586206897,62.5806451612903,55.3191489361702,50,0
Aaron Walker,2003,TE,53.448275862069,27.0967741935484,51.0638297872341,50,58.8235294117647
Seneca Wallace,2003,QB,73.2758620689656,64.5161290322581,70.2127659574468,75,0
Kevin Ware,2003,TE,49.1379310344828,29.6774193548387,53.1914893617021,39.5833333333333,52.9411764705882
Derek Watson,2003,RB,63.7931034482759,40,53.1914893617021,47.9166666666667,32.3529411764706
Derrick Watson,2003,RB,63.7931034482759,40,53.1914893617021,47.9166666666667,32.3529411764706
Juston Wood,2003,QB,45.6896551724138,54.1935483870968,46.8085106382979,45.8333333333333,0
George Wrighster,2003,TE,41.3793103448276,47.0967741935484,55.3191489361702,50,35.2941176470588
Walter Young,2003,WR,67.2413793103448,69.6774193548387,74.468085106383,62.5,0
Derek Abney,2004,WR,69.8275862068966,69.6774193548387,51.0638297872341,60.4166666666667,0
Rich Alexis,2004,RB,62.0689655172414,36.1290322580645,44.6808510638298,47.9166666666667,0
Courtney Anderson,2004,TE,41.3793103448276,7.09677419354835,36.1702127659575,31.25,38.2352941176471
Bernard Berrian,2004,WR,68.1034482758621,40.6451612903226,70.2127659574468,77.0833333333334,0
Maurice Brown,2004,WR,71.551724137931,38.0645161290323,48.936170212766,54.1666666666667,0
Michael Clayton,2004,WR,65.5172413793103,77.4193548387097,46.8085106382979,52.0833333333333,0
Chris Cooley,2004,TE,43.9655172413793,49.0322580645161,48.936170212766,50,52.9411764705882
Terrance Copper,2004,WR,74.1379310344828,40.6451612903226,59.5744680851064,52.0833333333333,0
Jerricho Cotchery,2004,WR,69.8275862068966,67.0967741935484,61.7021276595745,62.5,0
Lane Danielson,2004,WR,66.3793103448276,80,40.4255319148936,54.1666666666667,0
Josh Davis,2004,RB,72.4137931034483,45.1612903225807,51.0638297872341,43.75,26.4705882352941
Jeff Dugan,2004,TE,31.8965517241379,34.8387096774194,27.6595744680851,37.5,50
Tim Euhus,2004,TE,41.3793103448276,63.2258064516129,55.3191489361702,50,61.7647058823529
Clarence Farmer,2004,RB,58.6206896551724,34.1935483870967,55.3191489361702,60.4166666666667,50
Jason Fife,2004,QB,36.2068965517241,44.516129032258,38.2978723404255,45.8333333333333,0
JohnPaul Foschi,2004,TE,31.0344827586207,30.9677419354838,38.2978723404255,41.6666666666667,58.8235294117647
Carlos Francis,2004,WR,91.3793103448276,64.5161290322581,72.3404255319149,47.9166666666667,0
Michael Gaines,2004,TE,25.8620689655172,34.1935483870967,48.936170212766,37.5,41.1764705882353
Ronnie Ghent,2004,TE,31.8965517241379,32.258064516129,25.531914893617,25,20.5882352941176
D.J. Hackett,2004,WR,70.6896551724138,76.1290322580645,82.9787234042553,83.3333333333333,0
Ben Hartsock,2004,TE,48.2758620689656,56.1290322580645,57.4468085106383,54.1666666666667,55.8823529411765
Justin Jenkins,2004,WR,66.3793103448276,32.258064516129,57.4468085106383,66.6666666666667,0
Tony Johnson,2004,WR,65.5172413793103,52.258064516129,46.8085106382979,56.25,0
Julius Jones,2004,RB,78.448275862069,64.5161290322581,68.0851063829787,62.5,0
Robert Kent,2004,QB,44.8275862068966,18.0645161290322,21.2765957446809,39.5833333333333,0
Craig Krenzel,2004,QB,45.6896551724138,48.3870967741936,27.6595744680851,43.75,0
Nate Lawrie,2004,TE,43.1034482758621,81.2903225806452,53.1914893617021,54.1666666666667,55.8823529411765
Triandos Luke,2004,WR,81.0344827586207,58.7096774193549,70.2127659574468,68.75,0
Luke McCown,2004,QB,56.8965517241379,79.3548387096774,68.0851063829787,70.8333333333334,0
Derek McCoy,2004,WR,55.1724137931034,56.1290322580645,70.2127659574468,77.0833333333334,0
Sean McHugh,2004,TE,38.7931034482759,39.3548387096774,31.9148936170213,50,41.1764705882353
Jeris McIntyre,2004,WR,74.1379310344828,63.8709677419354,31.9148936170213,43.75,0
Clarence Moore,2004,WR,70.6896551724138,72.9032258064516,53.1914893617021,64.5833333333334,0
Mewelde Moore,2004,RB,64.6551724137931,59.3548387096774,57.4468085106383,56.25,0
Johnnie Morant,2004,WR,71.551724137931,40.6451612903226,82.9787234042553,81.25,0
John Navarre,2004,QB,16.3793103448276,15.4838709677419,21.2765957446809,18.75,0
James Newson,2004,WR,44.8275862068966,36.1290322580645,42.5531914893617,52.0833333333333,0
Jarrett Payton,2004,RB,65.5172413793103,40.6451612903226,40.4255319148936,50,0
Jason Peters,2004,TE,32.7586206896552,17.4193548387097,31.9148936170213,50,50
Cody Pickett,2004,QB,49.1379310344828,50.3225806451613,38.2978723404255,37.5,0
Brett Pierce,2004,TE,36.2068965517241,52.9032258064516,23.4042553191489,25,44.1176470588235
Scott Rislov,2004,QB,37.0689655172414,34.1935483870967,36.1702127659575,58.3333333333333,0
Fred Russell,2004,RB,74.1379310344828,56.7741935483871,53.1914893617021,62.5,50
Rod Rutherford,2004,QB,50,20,38.2978723404255,39.5833333333333,0
P.K. Sam,2004,WR,72.4137931034483,60,55.3191489361702,0,0
Matt Schaub,2004,QB,27.5862068965518,20.6451612903225,38.2978723404255,39.5833333333333,0
Jeff Smoker,2004,QB,36.2068965517241,20.6451612903225,21.2765957446809,20.8333333333333,0
John Standeford,2004,WR,63.7931034482759,69.0322580645161,46.8085106382979,45.8333333333333,0
Kendrick Starling,2004,WR,75,70.3225806451613,42.5531914893617,58.3333333333333,0
Andrae Thurman,2004,WR,72.4137931034483,42.5806451612903,55.3191489361702,62.5,0
Michael Turner,2004,RB,75.8620689655172,30.3225806451613,40.4255319148936,47.9166666666667,52.9411764705882
Bradlee Van Pelt,2004,QB,35.3448275862069,69.6774193548387,51.0638297872341,50,0
Mike Walker,2004,TE,49.1379310344828,29.6774193548387,36.1702127659575,31.25,44.1176470588235
Ben Watson,2004,TE,73.2758620689656,38.0645161290323,59.5744680851064,66.6666666666667,88.2352941176471
